station,valid,lon,lat,tmpc
LBX,2017-12-07 18:20,-95.4621,29.1086,null
LFK,2017-12-07 18:20,-94.7500,31.2340,null
LRD,2017-12-07 18:20,-99.4615,27.5438,null
LVJ,2017-12-07 18:20,-95.2400,29.5200,null
MAF,2017-12-07 18:20,-102.2075,31.9466,null
MFE,2017-12-07 18:20,-98.2386,26.1758,null
MRF,2017-12-07 18:20,-104.0200,30.3700,null
MWL,2017-12-07 18:20,-98.0602,32.7816,null
OCH,2017-12-07 18:20,-94.7094,31.5778,null
ODO,2017-12-07 18:20,-102.3867,31.9206,null
PIL,2017-12-07 18:20,-97.3378,26.1597,null
PRX,2017-12-07 18:20,-95.4507,33.6366,null
PSX,2017-12-07 18:20,-96.2500,28.7300,null
PWG,2017-12-07 18:20,-97.3165,31.4849,null
RBD,2017-12-07 18:20,-96.8700,32.6800,null
RKP,2017-12-07 18:20,-97.0464,28.0836,null
SAT,2017-12-07 18:20,-98.4698,29.5337,null
SGR,2017-12-07 18:20,-95.6565,29.6223,null
SJT,2017-12-07 18:20,-100.4950,31.3517,null
SPS,2017-12-07 18:20,-98.4928,33.9786,null
SSF,2017-12-07 18:20,-98.4711,29.3370,null
TKI,2017-12-07 18:20,-96.5900,33.1800,null
TPL,2017-12-07 18:20,-97.4078,31.1525,null
TRL,2017-12-07 18:20,-96.2700,32.7100,null
TYR,2017-12-07 18:20,-95.4024,32.3541,null
UTS,2017-12-07 18:20,-95.5872,30.7469,null
VCT,2017-12-07 18:20,-96.9303,28.8614,null
BAZ,2017-12-07 18:22,-98.0450,29.7090,5.61
HYI,2017-12-07 18:22,-97.8630,29.8927,6.00
BIF,2017-12-07 18:23,-106.3800,31.8495,0.00
NQI,2017-12-07 18:23,-97.8097,27.5072,6.11
ABI,2017-12-07 18:25,-99.6821,32.4106,null
ACT,2017-12-07 18:25,-97.2283,31.6180,null
AFW,2017-12-07 18:25,-97.3179,32.9716,null
ALI,2017-12-07 18:25,-98.0269,27.7409,null
AMA,2017-12-07 18:25,-101.7059,35.2194,null
AUS,2017-12-07 18:25,-97.6699,30.1945,null
BAZ,2017-12-07 18:25,-98.0450,29.7090,null
BGD,2017-12-07 18:25,-101.3937,35.7009,null
BMQ,2017-12-07 18:25,-98.2386,30.7389,null
BPT,2017-12-07 18:25,-94.0200,29.9500,null
BRO,2017-12-07 18:25,-97.4231,25.9146,null
CDS,2017-12-07 18:25,-100.2881,34.4339,null
CLL,2017-12-07 18:25,-96.3639,30.5881,null
COT,2017-12-07 18:25,-99.2183,28.4567,null
CRS,2017-12-07 18:25,-96.4000,32.0300,null
CXO,2017-12-07 18:25,-95.4145,30.3524,null
DAL,2017-12-07 18:25,-96.8518,32.8471,null
DFW,2017-12-07 18:25,-97.0380,32.8968,null
DHT,2017-12-07 18:25,-102.5473,36.0226,null
DTO,2017-12-07 18:25,-97.1989,33.2061,null
DWH,2017-12-07 18:25,-95.5562,30.0680,null
ELP,2017-12-07 18:25,-106.3758,31.8111,null
FST,2017-12-07 18:25,-102.9167,30.9119,null
FTW,2017-12-07 18:25,-97.3624,32.8198,null
GGG,2017-12-07 18:25,-94.7115,32.3840,null
GKY,2017-12-07 18:25,-97.0943,32.6639,null
GLS,2017-12-07 18:25,-94.8604,29.2653,null
GTU,2017-12-07 18:25,-97.6767,30.6808,null
HDO,2017-12-07 18:25,-99.1742,29.3594,null
HOU,2017-12-07 18:25,-95.2824,29.6375,null
HRL,2017-12-07 18:25,-97.6544,26.2285,null
HYI,2017-12-07 18:25,-97.8630,29.8927,null
IAH,2017-12-07 18:25,-95.3414,29.9844,null
ILE,2017-12-07 18:25,-97.6865,31.0858,null
INK,2017-12-07 18:25,-103.2000,31.7800,null
JCT,2017-12-07 18:25,-99.7664,30.5108,null
LBB,2017-12-07 18:25,-101.8228,33.6636,null
LBX,2017-12-07 18:25,-95.4621,29.1086,null
LFK,2017-12-07 18:25,-94.7500,31.2340,null
LRD,2017-12-07 18:25,-99.4615,27.5438,null
LVJ,2017-12-07 18:25,-95.2400,29.5200,null
MAF,2017-12-07 18:25,-102.2075,31.9466,null
MFE,2017-12-07 18:25,-98.2386,26.1758,null
MRF,2017-12-07 18:25,-104.0200,30.3700,null
MWL,2017-12-07 18:25,-98.0602,32.7816,null
OCH,2017-12-07 18:25,-94.7094,31.5778,null
ODO,2017-12-07 18:25,-102.3867,31.9206,null
PIL,2017-12-07 18:25,-97.3378,26.1597,null
PRX,2017-12-07 18:25,-95.4507,33.6366,null
PSX,2017-12-07 18:25,-96.2500,28.7300,null
PWG,2017-12-07 18:25,-97.3165,31.4849,null
RBD,2017-12-07 18:25,-96.8700,32.6800,null
RKP,2017-12-07 18:25,-97.0464,28.0836,null
SAT,2017-12-07 18:25,-98.4698,29.5337,null
SGR,2017-12-07 18:25,-95.6565,29.6223,null
SJT,2017-12-07 18:25,-100.4950,31.3517,null
SPS,2017-12-07 18:25,-98.4928,33.9786,null
SSF,2017-12-07 18:25,-98.4711,29.3370,null
TKI,2017-12-07 18:25,-96.5900,33.1800,null
TPL,2017-12-07 18:25,-97.4078,31.1525,null
TRL,2017-12-07 18:25,-96.2700,32.7100,null
TYR,2017-12-07 18:25,-95.4024,32.3541,null
UTS,2017-12-07 18:25,-95.5872,30.7469,null
VCT,2017-12-07 18:25,-96.9303,28.8614,6.11
ELP,2017-12-07 18:26,-106.3758,31.8111,0.00
FST,2017-12-07 18:27,-102.9167,30.9119,-0.61
SAT,2017-12-07 18:27,-98.4698,29.5337,5.00
PIL,2017-12-07 18:27,-97.3378,26.1597,7.78
BIF,2017-12-07 18:28,-106.3800,31.8495,0.00
COT,2017-12-07 18:29,-99.2183,28.4567,0.61
ABI,2017-12-07 18:30,-99.6821,32.4106,null
ACT,2017-12-07 18:30,-97.2283,31.6180,null
AFW,2017-12-07 18:30,-97.3179,32.9716,null
ALI,2017-12-07 18:30,-98.0269,27.7409,null
AMA,2017-12-07 18:30,-101.7059,35.2194,null
AUS,2017-12-07 18:30,-97.6699,30.1945,null
BAZ,2017-12-07 18:30,-98.0450,29.7090,null
BGD,2017-12-07 18:30,-101.3937,35.7009,null
BMQ,2017-12-07 18:30,-98.2386,30.7389,null
BPT,2017-12-07 18:30,-94.0200,29.9500,null
BRO,2017-12-07 18:30,-97.4231,25.9146,null
CDS,2017-12-07 18:30,-100.2881,34.4339,null
CLL,2017-12-07 18:30,-96.3639,30.5881,null
COT,2017-12-07 18:30,-99.2183,28.4567,null
CRS,2017-12-07 18:30,-96.4000,32.0300,null
CXO,2017-12-07 18:30,-95.4145,30.3524,null
DAL,2017-12-07 18:30,-96.8518,32.8471,null
DFW,2017-12-07 18:30,-97.0380,32.8968,null
DHT,2017-12-07 18:30,-102.5473,36.0226,null
DKR,2017-12-07 18:30,-95.4038,31.3070,8.00
DTO,2017-12-07 18:30,-97.1989,33.2061,null
DWH,2017-12-07 18:30,-95.5562,30.0680,null
ELP,2017-12-07 18:30,-106.3758,31.8111,null
FST,2017-12-07 18:30,-102.9167,30.9119,null
FTW,2017-12-07 18:30,-97.3624,32.8198,null
GGG,2017-12-07 18:30,-94.7115,32.3840,null
GKY,2017-12-07 18:30,-97.0943,32.6639,null
GLS,2017-12-07 18:30,-94.8604,29.2653,null
GTU,2017-12-07 18:30,-97.6767,30.6808,null
GVT,2017-12-07 18:30,-96.0653,33.0678,4.00
HDO,2017-12-07 18:30,-99.1742,29.3594,null
HOU,2017-12-07 18:30,-95.2824,29.6375,null
HRL,2017-12-07 18:30,-97.6544,26.2285,null
HYI,2017-12-07 18:30,-97.8630,29.8927,null
IAH,2017-12-07 18:30,-95.3414,29.9844,null
ILE,2017-12-07 18:30,-97.6865,31.0858,null
INK,2017-12-07 18:30,-103.2000,31.7800,null
JCT,2017-12-07 18:30,-99.7664,30.5108,null
LBB,2017-12-07 18:30,-101.8228,33.6636,null
LBX,2017-12-07 18:30,-95.4621,29.1086,null
LFK,2017-12-07 18:30,-94.7500,31.2340,null
LRD,2017-12-07 18:30,-99.4615,27.5438,null
LVJ,2017-12-07 18:30,-95.2400,29.5200,null
MAF,2017-12-07 18:30,-102.2075,31.9466,null
MFE,2017-12-07 18:30,-98.2386,26.1758,null
MRF,2017-12-07 18:30,-104.0200,30.3700,null
MWL,2017-12-07 18:30,-98.0602,32.7816,null
OCH,2017-12-07 18:30,-94.7094,31.5778,null
ODO,2017-12-07 18:30,-102.3867,31.9206,null
PIL,2017-12-07 18:30,-97.3378,26.1597,null
PRX,2017-12-07 18:30,-95.4507,33.6366,null
PSX,2017-12-07 18:30,-96.2500,28.7300,null
PWG,2017-12-07 18:30,-97.3165,31.4849,null
RBD,2017-12-07 18:30,-96.8700,32.6800,null
RKP,2017-12-07 18:30,-97.0464,28.0836,null
SAT,2017-12-07 18:30,-98.4698,29.5337,null
SGR,2017-12-07 18:30,-95.6565,29.6223,null
SJT,2017-12-07 18:30,-100.4950,31.3517,null
SPS,2017-12-07 18:30,-98.4928,33.9786,null
SSF,2017-12-07 18:30,-98.4711,29.3370,null
TKI,2017-12-07 18:30,-96.5900,33.1800,null
TPL,2017-12-07 18:30,-97.4078,31.1525,null
TRL,2017-12-07 18:30,-96.2700,32.7100,null
TYR,2017-12-07 18:30,-95.4024,32.3541,null
UTS,2017-12-07 18:30,-95.5872,30.7469,null
VCT,2017-12-07 18:30,-96.9303,28.8614,null
BIF,2017-12-07 18:33,-106.3800,31.8495,0.00
0F2,2017-12-07 18:35,-97.7756,33.6017,1.00
11R,2017-12-07 18:35,-96.3742,30.2189,7.11
2F5,2017-12-07 18:35,-101.9018,32.7479,0.00
3T5,2017-12-07 18:35,-96.9500,29.9100,6.22
5C1,2017-12-07 18:35,-98.6946,29.7239,3.00
66R,2017-12-07 18:35,-96.5158,29.6411,null
6P9,2017-12-07 18:35,-98.5948,32.4317,1.22
6R3,2017-12-07 18:35,-95.0080,30.3564,7.22
ABI,2017-12-07 18:35,-99.6821,32.4106,null
ACT,2017-12-07 18:35,-97.2283,31.6180,null
AFW,2017-12-07 18:35,-97.3179,32.9716,null
ALI,2017-12-07 18:35,-98.0269,27.7409,null
AMA,2017-12-07 18:35,-101.7059,35.2194,null
APY,2017-12-07 18:35,-99.2489,26.9688,5.11
ARM,2017-12-07 18:35,-96.1544,29.2543,5.50
ASL,2017-12-07 18:35,-94.3078,32.5205,7.22
AUS,2017-12-07 18:35,-97.6699,30.1945,null
AXH,2017-12-07 18:35,-95.4769,29.5061,5.61
BAZ,2017-12-07 18:35,-98.0450,29.7090,null
BBF,2017-12-07 18:35,-96.0140,27.8330,11.00
BEA,2017-12-07 18:35,-97.7910,28.3619,null
BGD,2017-12-07 18:35,-101.3937,35.7009,null
BMQ,2017-12-07 18:35,-98.2386,30.7389,null
BMT,2017-12-07 18:35,-94.2151,30.0702,8.50
BPC,2017-12-07 18:35,-101.0301,35.8893,2.00
BPG,2017-12-07 18:35,-101.5216,32.2126,0.50
BPT,2017-12-07 18:35,-94.0200,29.9500,null
BQX,2017-12-07 18:35,-95.7244,28.4936,9.00
BWD,2017-12-07 18:35,-98.9565,31.7936,3.00
BYY,2017-12-07 18:35,-95.8634,28.9733,6.50
CDS,2017-12-07 18:35,-100.2881,34.4339,null
CFD,2017-12-07 18:35,-96.3314,30.7157,8.22
CLL,2017-12-07 18:35,-96.3639,30.5881,null
COM,2017-12-07 18:35,-99.4036,31.8411,2.89
COT,2017-12-07 18:35,-99.2183,28.4567,null
CPT,2017-12-07 18:35,-97.4338,32.3537,3.00
CRS,2017-12-07 18:35,-96.4000,32.0300,null
CVB,2017-12-07 18:35,-98.8509,29.3419,4.89
CWC,2017-12-07 18:35,-98.4904,33.8578,0.72
CXO,2017-12-07 18:35,-95.4145,30.3524,null
CZT,2017-12-07 18:35,-99.8236,28.5222,1.00
DAL,2017-12-07 18:35,-96.8518,32.8471,null
DFW,2017-12-07 18:35,-97.0380,32.8968,null
DHT,2017-12-07 18:35,-102.5473,36.0226,null
DTO,2017-12-07 18:35,-97.1989,33.2061,null
DUX,2017-12-07 18:35,-102.0130,35.8580,0.72
DWH,2017-12-07 18:35,-95.5562,30.0680,null
DZB,2017-12-07 18:35,-98.3588,30.5271,7.72
E11,2017-12-07 18:35,-102.5295,32.3311,1.00
E38,2017-12-07 18:35,-103.6840,30.3840,-1.61
EDC,2017-12-07 18:35,-97.5621,30.3925,7.00
ELA,2017-12-07 18:35,-96.3219,29.6006,6.78
ELP,2017-12-07 18:35,-106.3758,31.8111,null
EMK,2017-12-07 18:35,-94.3228,27.8186,13.00
ERV,2017-12-07 18:35,-99.0855,29.9767,5.00
ETN,2017-12-07 18:35,-98.8098,32.4135,1.28
F00,2017-12-07 18:35,-96.1793,33.6131,0.61
F05,2017-12-07 18:35,-99.2837,34.2257,3.22
F17,2017-12-07 18:35,-94.1564,31.8316,9.00
F46,2017-12-07 18:35,-96.4355,32.9306,2.50
FST,2017-12-07 18:35,-102.9167,30.9119,null
FTW,2017-12-07 18:35,-97.3624,32.8198,null
GDJ,2017-12-07 18:35,-97.8169,32.4444,3.72
GGG,2017-12-07 18:35,-94.7115,32.3840,null
GKY,2017-12-07 18:35,-97.0943,32.6639,null
GLE,2017-12-07 18:35,-97.1969,33.6514,1.22
GLS,2017-12-07 18:35,-94.8604,29.2653,null
GNC,2017-12-07 18:35,-102.6527,32.6753,1.22
GOP,2017-12-07 18:35,-97.7970,31.4213,5.00
GTU,2017-12-07 18:35,-97.6767,30.6808,null
GUL,2017-12-07 18:35,-93.5383,27.3039,15.00
GYB,2017-12-07 18:35,-96.9800,30.1700,5.50
GYI,2017-12-07 18:35,-96.6737,33.7141,1.89
HBV,2017-12-07 18:35,-98.7369,27.3496,3.50
HDO,2017-12-07 18:35,-99.1742,29.3594,null
HHF,2017-12-07 18:35,-100.4040,35.8950,1.11
HOU,2017-12-07 18:35,-95.2824,29.6375,null
HQI,2017-12-07 18:35,-93.6708,27.9620,12.00
HRL,2017-12-07 18:35,-97.6544,26.2285,null
HRX,2017-12-07 18:35,-102.3264,34.8578,2.11
HYI,2017-12-07 18:35,-97.8630,29.8927,null
IAH,2017-12-07 18:35,-95.3414,29.9844,null
IKG,2017-12-07 18:35,-98.0309,27.5509,6.00
ILE,2017-12-07 18:35,-97.6865,31.0858,null
INJ,2017-12-07 18:35,-97.0972,32.0836,4.72
INK,2017-12-07 18:35,-103.2000,31.7800,null
JAS,2017-12-07 18:35,-94.0349,30.8857,10.28
JCT,2017-12-07 18:35,-99.7664,30.5108,null
JDD,2017-12-07 18:35,-95.4965,32.7422,4.00
JSO,2017-12-07 18:35,-95.2200,31.8700,6.72
JWY,2017-12-07 18:35,-96.9125,32.4561,3.22
JXI,2017-12-07 18:35,-94.9500,32.7000,4.61
LBB,2017-12-07 18:35,-101.8228,33.6636,null
LBX,2017-12-07 18:35,-95.4621,29.1086,null
LFK,2017-12-07 18:35,-94.7500,31.2340,null
LHB,2017-12-07 18:35,-96.6200,30.8700,7.72
LNC,2017-12-07 18:35,-96.7190,32.5792,3.72
LRD,2017-12-07 18:35,-99.4615,27.5438,null
LVJ,2017-12-07 18:35,-95.2400,29.5200,null
LXY,2017-12-07 18:35,-96.5145,31.6412,4.78
LZZ,2017-12-07 18:35,-98.1959,31.1062,5.11
MAF,2017-12-07 18:35,-102.2075,31.9466,null
MDD,2017-12-07 18:35,-102.1010,32.0365,1.11
MFE,2017-12-07 18:35,-98.2386,26.1758,null
MKN,2017-12-07 18:35,-98.6000,31.9200,2.50
MNZ,2017-12-07 18:35,-98.1486,31.6659,4.22
MRF,2017-12-07 18:35,-104.0200,30.3700,null
MWL,2017-12-07 18:35,-98.0602,32.7816,null
MZG,2017-12-07 18:35,-96.1911,27.7269,10.00
OCH,2017-12-07 18:35,-94.7094,31.5778,null
ODO,2017-12-07 18:35,-102.3867,31.9206,null
ORG,2017-12-07 18:35,-93.8036,30.0692,8.00
OSA,2017-12-07 18:35,-94.9614,33.0956,4.39
OZA,2017-12-07 18:35,-101.2030,30.7353,2.00
PEQ,2017-12-07 18:35,-103.5100,31.3800,0.78
PEZ,2017-12-07 18:35,-98.5200,28.9542,4.61
PIL,2017-12-07 18:35,-97.3378,26.1597,null
PKV,2017-12-07 18:35,-96.6810,28.6540,5.61
PPA,2017-12-07 18:35,-100.9963,35.6130,1.28
PRS,2017-12-07 18:35,-104.3615,29.6342,3.50
PRX,2017-12-07 18:35,-95.4507,33.6366,null
PSN,2017-12-07 18:35,-95.7063,31.7797,6.22
PSX,2017-12-07 18:35,-96.2500,28.7300,null
PVW,2017-12-07 18:35,-101.7173,34.1681,0.78
PWG,2017-12-07 18:35,-97.3165,31.4849,null
PYX,2017-12-07 18:35,-100.7500,36.4140,1.00
RBD,2017-12-07 18:35,-96.8700,32.6800,null
RBO,2017-12-07 18:35,-97.6905,27.7785,5.50
RFI,2017-12-07 18:35,-94.8517,32.1417,6.72
RKP,2017-12-07 18:35,-97.0464,28.0836,null
RPH,2017-12-07 18:35,-98.5550,33.1100,1.61
RWV,2017-12-07 18:35,-96.7041,30.5155,7.22
RYW,2017-12-07 18:35,-97.9659,30.4967,7.22
SAT,2017-12-07 18:35,-98.4698,29.5337,null
SEP,2017-12-07 18:35,-98.1777,32.2153,2.39
SGR,2017-12-07 18:35,-95.6565,29.6223,null
SJT,2017-12-07 18:35,-100.4950,31.3517,null
SNK,2017-12-07 18:35,-100.9505,32.6934,0.00
SOA,2017-12-07 18:35,-100.6486,30.5857,3.00
SPS,2017-12-07 18:35,-98.4928,33.9786,null
SSF,2017-12-07 18:35,-98.4711,29.3370,null
T20,2017-12-07 18:35,-97.4614,29.5280,5.72
T35,2017-12-07 18:35,-96.9711,30.8794,7.78
T65,2017-12-07 18:35,-97.9731,26.1776,6.22
T82,2017-12-07 18:35,-98.9092,30.2432,5.50
TKI,2017-12-07 18:35,-96.5900,33.1800,null
TPL,2017-12-07 18:35,-97.4078,31.1525,null
TRL,2017-12-07 18:35,-96.2700,32.7100,null
TYR,2017-12-07 18:35,-95.4024,32.3541,null
UTS,2017-12-07 18:35,-95.5872,30.7469,null
UVA,2017-12-07 18:35,-99.7436,29.2113,4.89
VAF,2017-12-07 18:35,-94.6253,27.3536,15.00
VCT,2017-12-07 18:35,-96.9303,28.8614,null
VKY,2017-12-07 18:35,-88.4410,29.2480,11.00
XBP,2017-12-07 18:35,-97.8284,33.1753,1.72
AQO,2017-12-07 18:35,-98.6619,30.7836,7.00
F44,2017-12-07 18:35,-95.8284,32.1638,3.00
FTN,2017-12-07 18:35,-100.0188,28.2086,1.00
HHV,2017-12-07 18:35,-94.6886,26.9392,17.00
MCJ,2017-12-07 18:35,-95.3950,29.7140,6.00
SLR,2017-12-07 18:35,-95.6200,33.1600,3.50
SWW,2017-12-07 18:35,-100.4666,32.4674,0.22
SKF,2017-12-07 18:36,-98.5811,29.3842,5.00
NQI,2017-12-07 18:37,-97.8097,27.5072,6.11
SSF,2017-12-07 18:37,-98.4711,29.3370,6.11
BIF,2017-12-07 18:38,-106.3800,31.8495,0.00
GLS,2017-12-07 18:39,-94.8604,29.2653,8.28
ABI,2017-12-07 18:40,-99.6821,32.4106,null
ACT,2017-12-07 18:40,-97.2283,31.6180,null
AFW,2017-12-07 18:40,-97.3179,32.9716,null
ALI,2017-12-07 18:40,-98.0269,27.7409,null
AMA,2017-12-07 18:40,-101.7059,35.2194,null
AUS,2017-12-07 18:40,-97.6699,30.1945,null
BAZ,2017-12-07 18:40,-98.0450,29.7090,null
BGD,2017-12-07 18:40,-101.3937,35.7009,null
BMQ,2017-12-07 18:40,-98.2386,30.7389,null
BPT,2017-12-07 18:40,-94.0200,29.9500,null
BRO,2017-12-07 18:40,-97.4231,25.9146,null
CDS,2017-12-07 18:40,-100.2881,34.4339,null
CLL,2017-12-07 18:40,-96.3639,30.5881,null
COT,2017-12-07 18:40,-99.2183,28.4567,null
CRS,2017-12-07 18:40,-96.4000,32.0300,null
CXO,2017-12-07 18:40,-95.4145,30.3524,null
DAL,2017-12-07 18:40,-96.8518,32.8471,null
DFW,2017-12-07 18:40,-97.0380,32.8968,null
DHT,2017-12-07 18:40,-102.5473,36.0226,null
DTO,2017-12-07 18:40,-97.1989,33.2061,null
DWH,2017-12-07 18:40,-95.5562,30.0680,null
ELP,2017-12-07 18:40,-106.3758,31.8111,null
FST,2017-12-07 18:40,-102.9167,30.9119,-0.61
FTW,2017-12-07 18:40,-97.3624,32.8198,null
GGG,2017-12-07 18:40,-94.7115,32.3840,null
GKY,2017-12-07 18:40,-97.0943,32.6639,null
GLS,2017-12-07 18:40,-94.8604,29.2653,null
GTU,2017-12-07 18:40,-97.6767,30.6808,null
GZN,2017-12-07 18:40,-99.0237,32.3658,1.00
HDO,2017-12-07 18:40,-99.1742,29.3594,null
HOU,2017-12-07 18:40,-95.2824,29.6375,null
HRL,2017-12-07 18:40,-97.6544,26.2285,null
HYI,2017-12-07 18:40,-97.8630,29.8927,null
IAH,2017-12-07 18:40,-95.3414,29.9844,null
ILE,2017-12-07 18:40,-97.6865,31.0858,null
INK,2017-12-07 18:40,-103.2000,31.7800,null
JCT,2017-12-07 18:40,-99.7664,30.5108,null
LBB,2017-12-07 18:40,-101.8228,33.6636,null
LBX,2017-12-07 18:40,-95.4621,29.1086,null
LFK,2017-12-07 18:40,-94.7500,31.2340,null
LRD,2017-12-07 18:40,-99.4615,27.5438,null
LVJ,2017-12-07 18:40,-95.2400,29.5200,null
MAF,2017-12-07 18:40,-102.2075,31.9466,null
MFE,2017-12-07 18:40,-98.2386,26.1758,null
MWL,2017-12-07 18:40,-98.0602,32.7816,null
OCH,2017-12-07 18:40,-94.7094,31.5778,null
ODO,2017-12-07 18:40,-102.3867,31.9206,null
PIL,2017-12-07 18:40,-97.3378,26.1597,null
PRX,2017-12-07 18:40,-95.4507,33.6366,null
PSX,2017-12-07 18:40,-96.2500,28.7300,null
RBD,2017-12-07 18:40,-96.8700,32.6800,null
RKP,2017-12-07 18:40,-97.0464,28.0836,null
SAT,2017-12-07 18:40,-98.4698,29.5337,null
SGR,2017-12-07 18:40,-95.6565,29.6223,null
SJT,2017-12-07 18:40,-100.4950,31.3517,null
SPS,2017-12-07 18:40,-98.4928,33.9786,null
SSF,2017-12-07 18:40,-98.4711,29.3370,null
TKI,2017-12-07 18:40,-96.5900,33.1800,null
TPL,2017-12-07 18:40,-97.4078,31.1525,null
TRL,2017-12-07 18:40,-96.2700,32.7100,null
TYR,2017-12-07 18:40,-95.4024,32.3541,null
UTS,2017-12-07 18:40,-95.5872,30.7469,null
VCT,2017-12-07 18:40,-96.9303,28.8614,null
DLF,2017-12-07 18:41,-100.7780,29.3595,5.00
ELP,2017-12-07 18:41,-106.3758,31.8111,0.00
INK,2017-12-07 18:41,-103.2000,31.7800,1.11
MRF,2017-12-07 18:43,-104.0200,30.3700,-2.00
ABI,2017-12-07 18:45,-99.6821,32.4106,null
ACT,2017-12-07 18:45,-97.2283,31.6180,null
AFW,2017-12-07 18:45,-97.3179,32.9716,null
ALI,2017-12-07 18:45,-98.0269,27.7409,null
AMA,2017-12-07 18:45,-101.7059,35.2194,null
AUS,2017-12-07 18:45,-97.6699,30.1945,null
BAZ,2017-12-07 18:45,-98.0450,29.7090,null
BGD,2017-12-07 18:45,-101.3937,35.7009,null
BMQ,2017-12-07 18:45,-98.2386,30.7389,null
BPT,2017-12-07 18:45,-94.0200,29.9500,null
BRO,2017-12-07 18:45,-97.4231,25.9146,null
CDS,2017-12-07 18:45,-100.2881,34.4339,null
CLL,2017-12-07 18:45,-96.3639,30.5881,null
COT,2017-12-07 18:45,-99.2183,28.4567,null
CRS,2017-12-07 18:45,-96.4000,32.0300,null
CXO,2017-12-07 18:45,-95.4145,30.3524,null
DAL,2017-12-07 18:45,-96.8518,32.8471,null
DFW,2017-12-07 18:45,-97.0380,32.8968,null
DHT,2017-12-07 18:45,-102.5473,36.0226,null
DTO,2017-12-07 18:45,-97.1989,33.2061,null
DWH,2017-12-07 18:45,-95.5562,30.0680,null
ELP,2017-12-07 18:45,-106.3758,31.8111,null
FST,2017-12-07 18:45,-102.9167,30.9119,null
FTW,2017-12-07 18:45,-97.3624,32.8198,null
GGG,2017-12-07 18:45,-94.7115,32.3840,null
GKY,2017-12-07 18:45,-97.0943,32.6639,null
GLS,2017-12-07 18:45,-94.8604,29.2653,null
GTU,2017-12-07 18:45,-97.6767,30.6808,null
HDO,2017-12-07 18:45,-99.1742,29.3594,null
HOU,2017-12-07 18:45,-95.2824,29.6375,null
HYI,2017-12-07 18:45,-97.8630,29.8927,null
IAH,2017-12-07 18:45,-95.3414,29.9844,null
ILE,2017-12-07 18:45,-97.6865,31.0858,null
INK,2017-12-07 18:45,-103.2000,31.7800,null
JCT,2017-12-07 18:45,-99.7664,30.5108,null
LBB,2017-12-07 18:45,-101.8228,33.6636,null
LBX,2017-12-07 18:45,-95.4621,29.1086,null
LFK,2017-12-07 18:45,-94.7500,31.2340,null
LRD,2017-12-07 18:45,-99.4615,27.5438,null
LVJ,2017-12-07 18:45,-95.2400,29.5200,null
MAF,2017-12-07 18:45,-102.2075,31.9466,null
MFE,2017-12-07 18:45,-98.2386,26.1758,null
MRF,2017-12-07 18:45,-104.0200,30.3700,null
MWL,2017-12-07 18:45,-98.0602,32.7816,null
OCH,2017-12-07 18:45,-94.7094,31.5778,null
ODO,2017-12-07 18:45,-102.3867,31.9206,null
PIL,2017-12-07 18:45,-97.3378,26.1597,null
PRX,2017-12-07 18:45,-95.4507,33.6366,null
PSX,2017-12-07 18:45,-96.2500,28.7300,null
PWG,2017-12-07 18:45,-97.3165,31.4849,null
RBD,2017-12-07 18:45,-96.8700,32.6800,null
RKP,2017-12-07 18:45,-97.0464,28.0836,null
SAT,2017-12-07 18:45,-98.4698,29.5337,null
SGR,2017-12-07 18:45,-95.6565,29.6223,null
SJT,2017-12-07 18:45,-100.4950,31.3517,null
SPS,2017-12-07 18:45,-98.4928,33.9786,null
SSF,2017-12-07 18:45,-98.4711,29.3370,null
TKI,2017-12-07 18:45,-96.5900,33.1800,null
TPL,2017-12-07 18:45,-97.4078,31.1525,null
TRL,2017-12-07 18:45,-96.2700,32.7100,null
TYR,2017-12-07 18:45,-95.4024,32.3541,null
UTS,2017-12-07 18:45,-95.5872,30.7469,null
VCT,2017-12-07 18:45,-96.9303,28.8614,null
ADS,2017-12-07 18:47,-96.8364,32.9686,3.00
HDO,2017-12-07 18:47,-99.1742,29.3594,7.00
VCT,2017-12-07 18:47,-96.9303,28.8614,6.00
COT,2017-12-07 18:48,-99.2183,28.4567,1.00
BIF,2017-12-07 18:49,-106.3800,31.8495,1.00
ABI,2017-12-07 18:50,-99.6821,32.4106,null
ACT,2017-12-07 18:50,-97.2283,31.6180,null
AFW,2017-12-07 18:50,-97.3179,32.9716,null
ALI,2017-12-07 18:50,-98.0269,27.7409,null
AMA,2017-12-07 18:50,-101.7059,35.2194,null
AUS,2017-12-07 18:50,-97.6699,30.1945,null
BAZ,2017-12-07 18:50,-98.0450,29.7090,null
BGD,2017-12-07 18:50,-101.3937,35.7009,null
BMQ,2017-12-07 18:50,-98.2386,30.7389,null
BPT,2017-12-07 18:50,-94.0200,29.9500,null
BRO,2017-12-07 18:50,-97.4231,25.9146,null
CDS,2017-12-07 18:50,-100.2881,34.4339,null
CLL,2017-12-07 18:50,-96.3639,30.5881,null
COT,2017-12-07 18:50,-99.2183,28.4567,null
CRS,2017-12-07 18:50,-96.4000,32.0300,null
CXO,2017-12-07 18:50,-95.4145,30.3524,null
DAL,2017-12-07 18:50,-96.8518,32.8471,null
DFW,2017-12-07 18:50,-97.0380,32.8968,null
DHT,2017-12-07 18:50,-102.5473,36.0226,null
DKR,2017-12-07 18:50,-95.4038,31.3070,9.00
